id,item_name,image_url,url,description,group_ids,metadata:price,metadata:brand,metadata:gender
AA-11159,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,mens,203.51,Aura & Alpine,Men
AA-11160,Urban Jacket,data/generated_images/urban-jacket.jpg,https://aura-alpine.com/products/urban-jacket,The Urban Jacket from Urban Peak — premium apparel built for everyday adventure.,mens,203.07,Urban Peak,Men
AA-11161,Alpine Tee,data/generated_images/alpine-tee.jpg,https://aura-alpine.com/products/alpine-tee,The Alpine Tee from Alpine Tech — premium apparel built for everyday adventure.,accessories,238.22,Alpine Tech,Unisex
AA-11162,Urban Shorts,data/generated_images/urban-shorts.jpg,https://aura-alpine.com/products/urban-shorts,The Urban Shorts from Urban Peak — premium apparel built for everyday adventure.,accessories,152.88,Urban Peak,Unisex
AA-11163,Urban Cardigan,data/generated_images/urban-cardigan.jpg,https://aura-alpine.com/products/urban-cardigan,The Urban Cardigan from Urban Peak — premium apparel built for everyday adventure.,womens,196.42,Urban Peak,Women
AA-11164,Summit Blouse,data/generated_images/summit-blouse.jpg,https://aura-alpine.com/products/summit-blouse,The Summit Blouse from Summit Style — premium apparel built for everyday adventure.,accessories,65.7,Summit Style,Unisex
AA-11165,Aura Pants,data/generated_images/aura-pants.jpg,https://aura-alpine.com/products/aura-pants,The Aura Pants from Aura & Alpine — premium apparel built for everyday adventure.,womens,174.43,Aura & Alpine,Women
AA-11166,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,womens,209.23,Aura & Alpine,Women
AA-11167,Summit Shirt,data/generated_images/summit-shirt.jpg,https://aura-alpine.com/products/summit-shirt,The Summit Shirt from Summit Style — premium apparel built for everyday adventure.,mens,123.14,Summit Style,Men
AA-11168,Aura Sweater,data/generated_images/aura-sweater.jpg,https://aura-alpine.com/products/aura-sweater,The Aura Sweater from Aura & Alpine — premium apparel built for everyday adventure.,accessories,216.07,Aura & Alpine,Unisex
AA-11169,Alpine Chino,data/generated_images/alpine-chino.jpg,https://aura-alpine.com/products/alpine-chino,The Alpine Chino from Alpine Tech — premium apparel built for everyday adventure.,mens,33.76,Alpine Tech,Men
AA-11170,Urban Tee,data/generated_images/urban-tee.jpg,https://aura-alpine.com/products/urban-tee,The Urban Tee from Urban Peak — premium apparel built for everyday adventure.,womens,206.29,Urban Peak,Women
AA-11171,Aura Shorts,data/generated_images/aura-shorts.jpg,https://aura-alpine.com/products/aura-shorts,The Aura Shorts from Aura & Alpine — premium apparel built for everyday adventure.,accessories,144.57,Aura & Alpine,Unisex
AA-11172,Aura Cardigan,data/generated_images/aura-cardigan.jpg,https://aura-alpine.com/products/aura-cardigan,The Aura Cardigan from Aura & Alpine — premium apparel built for everyday adventure.,womens,104.84,Aura & Alpine,Women
AA-11173,Summit Shorts,data/generated_images/summit-shorts.jpg,https://aura-alpine.com/products/summit-shorts,The Summit Shorts from Summit Style — premium apparel built for everyday adventure.,accessories,213.62,Summit Style,Unisex
AA-11174,Aura Shorts,data/generated_images/aura-shorts.jpg,https://aura-alpine.com/products/aura-shorts,The Aura Shorts from Aura & Alpine — premium apparel built for everyday adventure.,mens,49.87,Aura & Alpine,Men
AA-11175,Summit Tank,data/generated_images/summit-tank.jpg,https://aura-alpine.com/products/summit-tank,The Summit Tank from Summit Style — premium apparel built for everyday adventure.,womens,208.03,Summit Style,Women
AA-11176,Urban Cardigan,data/generated_images/urban-cardigan.jpg,https://aura-alpine.com/products/urban-cardigan,The Urban Cardigan from Urban Peak — premium apparel built for everyday adventure.,womens,84.29,Urban Peak,Women
AA-11177,Summit Beanie,data/generated_images/summit-beanie.jpg,https://aura-alpine.com/products/summit-beanie,The Summit Beanie from Summit Style — premium apparel built for everyday adventure.,womens,84.95,Summit Style,Women
AA-11178,Alpine Cardigan,data/generated_images/alpine-cardigan.jpg,https://aura-alpine.com/products/alpine-cardigan,The Alpine Cardigan from Alpine Tech — premium apparel built for everyday adventure.,mens,193.51,Alpine Tech,Men
AA-11179,Alpine Cargo Pants,data/generated_images/alpine-cargo-pants.jpg,https://aura-alpine.com/products/alpine-cargo-pants,The Alpine Cargo Pants from Alpine Tech — premium apparel built for everyday adventure.,accessories,29.43,Alpine Tech,Unisex
AA-11180,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,mens,93.02,Aura & Alpine,Men
AA-11181,Summit Summit Sweater,data/generated_images/summit-summit-sweater.jpg,https://aura-alpine.com/products/summit-summit-sweater,The Summit Summit Sweater from Summit Style — premium apparel built for everyday adventure.,accessories,109.25,Summit Style,Unisex
AA-11182,Summit Sweater,data/generated_images/summit-sweater.jpg,https://aura-alpine.com/products/summit-sweater,The Summit Sweater from Summit Style — premium apparel built for everyday adventure.,accessories,220.74,Summit Style,Unisex
AA-11183,Alpine Coast Shirt,data/generated_images/alpine-coast-shirt.jpg,https://aura-alpine.com/products/alpine-coast-shirt,The Alpine Coast Shirt from Alpine Tech — premium apparel built for everyday adventure.,accessories,72.0,Alpine Tech,Unisex
AA-11184,Urban Pioneer Joggers,data/generated_images/urban-pioneer-joggers.jpg,https://aura-alpine.com/products/urban-pioneer-joggers,The Urban Pioneer Joggers from Urban Peak — premium apparel built for everyday adventure.,accessories,209.47,Urban Peak,Unisex
AA-11185,Aura Tank,data/generated_images/aura-tank.jpg,https://aura-alpine.com/products/aura-tank,The Aura Tank from Aura & Alpine — premium apparel built for everyday adventure.,womens,53.37,Aura & Alpine,Women
AA-11186,Urban Canyon Pants,data/generated_images/urban-canyon-pants.jpg,https://aura-alpine.com/products/urban-canyon-pants,The Urban Canyon Pants from Urban Peak — premium apparel built for everyday adventure.,accessories,136.46,Urban Peak,Unisex
AA-11187,Summit Cap,data/generated_images/summit-cap.jpg,https://aura-alpine.com/products/summit-cap,The Summit Cap from Summit Style — premium apparel built for everyday adventure.,mens,177.18,Summit Style,Men
AA-11188,Summit Cargo Pants,data/generated_images/summit-cargo-pants.jpg,https://aura-alpine.com/products/summit-cargo-pants,The Summit Cargo Pants from Summit Style — premium apparel built for everyday adventure.,womens,118.59,Summit Style,Women
AA-11189,Aura Leggings,data/generated_images/aura-leggings.jpg,https://aura-alpine.com/products/aura-leggings,The Aura Leggings from Aura & Alpine — premium apparel built for everyday adventure.,mens,224.53,Aura & Alpine,Men
AA-11190,Alpine Cap,data/generated_images/alpine-cap.jpg,https://aura-alpine.com/products/alpine-cap,The Alpine Cap from Alpine Tech — premium apparel built for everyday adventure.,womens,67.6,Alpine Tech,Women
AA-11191,Summit Tank,data/generated_images/summit-tank.jpg,https://aura-alpine.com/products/summit-tank,The Summit Tank from Summit Style — premium apparel built for everyday adventure.,mens,223.52,Summit Style,Men
AA-11192,Aura Polo,data/generated_images/aura-polo.jpg,https://aura-alpine.com/products/aura-polo,The Aura Polo from Aura & Alpine — premium apparel built for everyday adventure.,mens,186.11,Aura & Alpine,Men
AA-11193,Aura Dress,data/generated_images/aura-dress.jpg,https://aura-alpine.com/products/aura-dress,The Aura Dress from Aura & Alpine — premium apparel built for everyday adventure.,mens,28.32,Aura & Alpine,Men
AA-11194,Alpine Leggings,data/generated_images/alpine-leggings.jpg,https://aura-alpine.com/products/alpine-leggings,The Alpine Leggings from Alpine Tech — premium apparel built for everyday adventure.,accessories,120.81,Alpine Tech,Unisex
AA-11195,Summit Hoodie,data/generated_images/summit-hoodie.jpg,https://aura-alpine.com/products/summit-hoodie,The Summit Hoodie from Summit Style — premium apparel built for everyday adventure.,mens,86.06,Summit Style,Men
AA-11196,Aura Tank,data/generated_images/aura-tank.jpg,https://aura-alpine.com/products/aura-tank,The Aura Tank from Aura & Alpine — premium apparel built for everyday adventure.,accessories,184.53,Aura & Alpine,Unisex
AA-11197,Summit Tank,data/generated_images/summit-tank.jpg,https://aura-alpine.com/products/summit-tank,The Summit Tank from Summit Style — premium apparel built for everyday adventure.,mens,86.58,Summit Style,Men
AA-11198,Urban Polo,data/generated_images/urban-polo.jpg,https://aura-alpine.com/products/urban-polo,The Urban Polo from Urban Peak — premium apparel built for everyday adventure.,accessories,162.2,Urban Peak,Unisex
AA-11199,Urban Harbor Blouse,data/generated_images/urban-harbor-blouse.jpg,https://aura-alpine.com/products/urban-harbor-blouse,The Urban Harbor Blouse from Urban Peak — premium apparel built for everyday adventure.,womens,238.16,Urban Peak,Women
AA-11200,Summit Skort,data/generated_images/summit-skort.jpg,https://aura-alpine.com/products/summit-skort,The Summit Skort from Summit Style — premium apparel built for everyday adventure.,mens,219.78,Summit Style,Men
AA-11201,Urban Pioneer Cardigan,data/generated_images/urban-pioneer-cardigan.jpg,https://aura-alpine.com/products/urban-pioneer-cardigan,The Urban Pioneer Cardigan from Urban Peak — premium apparel built for everyday adventure.,accessories,159.04,Urban Peak,Unisex
AA-11202,Summit Pants,data/generated_images/summit-pants.jpg,https://aura-alpine.com/products/summit-pants,The Summit Pants from Summit Style — premium apparel built for everyday adventure.,accessories,221.22,Summit Style,Unisex
AA-11203,Aura Echo Joggers,data/generated_images/aura-echo-joggers.jpg,https://aura-alpine.com/products/aura-echo-joggers,The Aura Echo Joggers from Aura & Alpine — premium apparel built for everyday adventure.,accessories,105.19,Aura & Alpine,Unisex
AA-11204,Urban Stone Sweater,data/generated_images/urban-stone-sweater.jpg,https://aura-alpine.com/products/urban-stone-sweater,The Urban Stone Sweater from Urban Peak — premium apparel built for everyday adventure.,mens,21.9,Urban Peak,Men
AA-11205,Alpine Dress,data/generated_images/alpine-dress.jpg,https://aura-alpine.com/products/alpine-dress,The Alpine Dress from Alpine Tech — premium apparel built for everyday adventure.,womens,133.17,Alpine Tech,Women
AA-11206,Aura Trail Cardigan,data/generated_images/aura-trail-cardigan.jpg,https://aura-alpine.com/products/aura-trail-cardigan,The Aura Trail Cardigan from Aura & Alpine — premium apparel built for everyday adventure.,womens,216.26,Aura & Alpine,Women
AA-11207,Alpine Sweater,data/generated_images/alpine-sweater.jpg,https://aura-alpine.com/products/alpine-sweater,The Alpine Sweater from Alpine Tech — premium apparel built for everyday adventure.,accessories,16.7,Alpine Tech,Unisex
AA-11208,Urban Chino,data/generated_images/urban-chino.jpg,https://aura-alpine.com/products/urban-chino,The Urban Chino from Urban Peak — premium apparel built for everyday adventure.,womens,218.66,Urban Peak,Women
AA-11209,Urban Prairie Leggings,data/generated_images/urban-prairie-leggings.jpg,https://aura-alpine.com/products/urban-prairie-leggings,The Urban Prairie Leggings from Urban Peak — premium apparel built for everyday adventure.,accessories,124.11,Urban Peak,Unisex
AA-11210,Urban Cargo Pants,data/generated_images/urban-cargo-pants.jpg,https://aura-alpine.com/products/urban-cargo-pants,The Urban Cargo Pants from Urban Peak — premium apparel built for everyday adventure.,mens,132.47,Urban Peak,Men
AA-11211,Summit Pants,data/generated_images/summit-pants.jpg,https://aura-alpine.com/products/summit-pants,The Summit Pants from Summit Style — premium apparel built for everyday adventure.,mens,43.69,Summit Style,Men
AA-11212,Urban Hoodie,data/generated_images/urban-hoodie.jpg,https://aura-alpine.com/products/urban-hoodie,The Urban Hoodie from Urban Peak — premium apparel built for everyday adventure.,mens,71.87,Urban Peak,Men
AA-11213,Urban Cargo Pants,data/generated_images/urban-cargo-pants.jpg,https://aura-alpine.com/products/urban-cargo-pants,The Urban Cargo Pants from Urban Peak — premium apparel built for everyday adventure.,mens,165.38,Urban Peak,Men
AA-11214,Alpine Blouse,data/generated_images/alpine-blouse.jpg,https://aura-alpine.com/products/alpine-blouse,The Alpine Blouse from Alpine Tech — premium apparel built for everyday adventure.,mens,19.21,Alpine Tech,Men
AA-11215,Aura Blouse,data/generated_images/aura-blouse.jpg,https://aura-alpine.com/products/aura-blouse,The Aura Blouse from Aura & Alpine — premium apparel built for everyday adventure.,mens,209.53,Aura & Alpine,Men
AA-11216,Alpine Leggings,data/generated_images/alpine-leggings.jpg,https://aura-alpine.com/products/alpine-leggings,The Alpine Leggings from Alpine Tech — premium apparel built for everyday adventure.,accessories,110.01,Alpine Tech,Unisex
AA-11217,Summit Dress,data/generated_images/summit-dress.jpg,https://aura-alpine.com/products/summit-dress,The Summit Dress from Summit Style — premium apparel built for everyday adventure.,womens,84.7,Summit Style,Women
AA-11218,Urban Ridge Dress,data/generated_images/urban-ridge-dress.jpg,https://aura-alpine.com/products/urban-ridge-dress,The Urban Ridge Dress from Urban Peak — premium apparel built for everyday adventure.,accessories,82.37,Urban Peak,Unisex
AA-11219,Aura Beanie,data/generated_images/aura-beanie.jpg,https://aura-alpine.com/products/aura-beanie,The Aura Beanie from Aura & Alpine — premium apparel built for everyday adventure.,accessories,97.11,Aura & Alpine,Unisex
AA-11220,Urban Trail Sweater,data/generated_images/urban-trail-sweater.jpg,https://aura-alpine.com/products/urban-trail-sweater,The Urban Trail Sweater from Urban Peak — premium apparel built for everyday adventure.,womens,228.95,Urban Peak,Women
AA-11221,Aura Cardigan,data/generated_images/aura-cardigan.jpg,https://aura-alpine.com/products/aura-cardigan,The Aura Cardigan from Aura & Alpine — premium apparel built for everyday adventure.,womens,68.31,Aura & Alpine,Women
AA-11222,Urban Blouse,data/generated_images/urban-blouse.jpg,https://aura-alpine.com/products/urban-blouse,The Urban Blouse from Urban Peak — premium apparel built for everyday adventure.,accessories,68.16,Urban Peak,Unisex
AA-11223,Urban Cascade Vest,data/generated_images/urban-cascade-vest.jpg,https://aura-alpine.com/products/urban-cascade-vest,The Urban Cascade Vest from Urban Peak — premium apparel built for everyday adventure.,accessories,145.29,Urban Peak,Unisex
AA-11224,Aura Pioneer Joggers,data/generated_images/aura-pioneer-joggers.jpg,https://aura-alpine.com/products/aura-pioneer-joggers,The Aura Pioneer Joggers from Aura & Alpine — premium apparel built for everyday adventure.,mens,22.37,Aura & Alpine,Men
AA-11225,Summit Tank,data/generated_images/summit-tank.jpg,https://aura-alpine.com/products/summit-tank,The Summit Tank from Summit Style — premium apparel built for everyday adventure.,mens,73.38,Summit Style,Men
AA-11226,Aura Skort,data/generated_images/aura-skort.jpg,https://aura-alpine.com/products/aura-skort,The Aura Skort from Aura & Alpine — premium apparel built for everyday adventure.,accessories,226.55,Aura & Alpine,Unisex
AA-11227,Alpine Shorts,data/generated_images/alpine-shorts.jpg,https://aura-alpine.com/products/alpine-shorts,The Alpine Shorts from Alpine Tech — premium apparel built for everyday adventure.,accessories,84.31,Alpine Tech,Unisex
AA-11228,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,womens,163.27,Aura & Alpine,Women
AA-11229,Summit Skort,data/generated_images/summit-skort.jpg,https://aura-alpine.com/products/summit-skort,The Summit Skort from Summit Style — premium apparel built for everyday adventure.,mens,227.0,Summit Style,Men
AA-11230,Aura Horizon Cargo Pants,data/generated_images/aura-horizon-cargo-pants.jpg,https://aura-alpine.com/products/aura-horizon-cargo-pants,The Aura Horizon Cargo Pants from Aura & Alpine — premium apparel built for everyday adventure.,mens,219.81,Aura & Alpine,Men
AA-11231,Alpine Jacket,data/generated_images/alpine-jacket.jpg,https://aura-alpine.com/products/alpine-jacket,The Alpine Jacket from Alpine Tech — premium apparel built for everyday adventure.,womens,242.08,Alpine Tech,Women
AA-11232,Aura Dress,data/generated_images/aura-dress.jpg,https://aura-alpine.com/products/aura-dress,The Aura Dress from Aura & Alpine — premium apparel built for everyday adventure.,mens,225.46,Aura & Alpine,Men
AA-11233,Summit Beanie,data/generated_images/summit-beanie.jpg,https://aura-alpine.com/products/summit-beanie,The Summit Beanie from Summit Style — premium apparel built for everyday adventure.,womens,175.23,Summit Style,Women
AA-11234,Alpine Cap,data/generated_images/alpine-cap.jpg,https://aura-alpine.com/products/alpine-cap,The Alpine Cap from Alpine Tech — premium apparel built for everyday adventure.,womens,92.36,Alpine Tech,Women
AA-11235,Alpine Beanie,data/generated_images/alpine-beanie.jpg,https://aura-alpine.com/products/alpine-beanie,The Alpine Beanie from Alpine Tech — premium apparel built for everyday adventure.,mens,94.61,Alpine Tech,Men
AA-11236,Urban Vest,data/generated_images/urban-vest.jpg,https://aura-alpine.com/products/urban-vest,The Urban Vest from Urban Peak — premium apparel built for everyday adventure.,mens,89.67,Urban Peak,Men
AA-11237,Aura Cap,data/generated_images/aura-cap.jpg,https://aura-alpine.com/products/aura-cap,The Aura Cap from Aura & Alpine — premium apparel built for everyday adventure.,mens,42.3,Aura & Alpine,Men
AA-11238,Urban Vest,data/generated_images/urban-vest.jpg,https://aura-alpine.com/products/urban-vest,The Urban Vest from Urban Peak — premium apparel built for everyday adventure.,mens,248.8,Urban Peak,Men
AA-11239,Urban Joggers,data/generated_images/urban-joggers.jpg,https://aura-alpine.com/products/urban-joggers,The Urban Joggers from Urban Peak — premium apparel built for everyday adventure.,womens,128.55,Urban Peak,Women
AA-11240,Summit Hoodie,data/generated_images/summit-hoodie.jpg,https://aura-alpine.com/products/summit-hoodie,The Summit Hoodie from Summit Style — premium apparel built for everyday adventure.,mens,245.4,Summit Style,Men
AA-11241,Summit Aurora Leggings,data/generated_images/summit-aurora-leggings.jpg,https://aura-alpine.com/products/summit-aurora-leggings,The Summit Aurora Leggings from Summit Style — premium apparel built for everyday adventure.,mens,24.99,Summit Style,Men
AA-11242,Summit Jacket,data/generated_images/summit-jacket.jpg,https://aura-alpine.com/products/summit-jacket,The Summit Jacket from Summit Style — premium apparel built for everyday adventure.,mens,193.58,Summit Style,Men
AA-11243,Aura Cardigan,data/generated_images/aura-cardigan.jpg,https://aura-alpine.com/products/aura-cardigan,The Aura Cardigan from Aura & Alpine — premium apparel built for everyday adventure.,mens,159.42,Aura & Alpine,Men
AA-11244,Aura Chino,data/generated_images/aura-chino.jpg,https://aura-alpine.com/products/aura-chino,The Aura Chino from Aura & Alpine — premium apparel built for everyday adventure.,accessories,29.42,Aura & Alpine,Unisex
AA-11245,Alpine Tank,data/generated_images/alpine-tank.jpg,https://aura-alpine.com/products/alpine-tank,The Alpine Tank from Alpine Tech — premium apparel built for everyday adventure.,mens,107.28,Alpine Tech,Men
AA-11246,Urban Prairie Pants,data/generated_images/urban-prairie-pants.jpg,https://aura-alpine.com/products/urban-prairie-pants,The Urban Prairie Pants from Urban Peak — premium apparel built for everyday adventure.,accessories,170.89,Urban Peak,Unisex
AA-11247,Summit Hoodie,data/generated_images/summit-hoodie.jpg,https://aura-alpine.com/products/summit-hoodie,The Summit Hoodie from Summit Style — premium apparel built for everyday adventure.,mens,246.39,Summit Style,Men
AA-11248,Aura Hoodie,data/generated_images/aura-hoodie.jpg,https://aura-alpine.com/products/aura-hoodie,The Aura Hoodie from Aura & Alpine — premium apparel built for everyday adventure.,accessories,60.55,Aura & Alpine,Unisex
AA-11249,Urban Cargo Pants,data/generated_images/urban-cargo-pants.jpg,https://aura-alpine.com/products/urban-cargo-pants,The Urban Cargo Pants from Urban Peak — premium apparel built for everyday adventure.,mens,76.6,Urban Peak,Men
AA-11250,Summit Aurora Shirt,data/generated_images/summit-aurora-shirt.jpg,https://aura-alpine.com/products/summit-aurora-shirt,The Summit Aurora Shirt from Summit Style — premium apparel built for everyday adventure.,mens,193.68,Summit Style,Men
AA-11251,Alpine Cargo Pants,data/generated_images/alpine-cargo-pants.jpg,https://aura-alpine.com/products/alpine-cargo-pants,The Alpine Cargo Pants from Alpine Tech — premium apparel built for everyday adventure.,mens,199.0,Alpine Tech,Men
AA-11252,Aura Skort,data/generated_images/aura-skort.jpg,https://aura-alpine.com/products/aura-skort,The Aura Skort from Aura & Alpine — premium apparel built for everyday adventure.,mens,46.97,Aura & Alpine,Men
AA-11253,Urban Joggers,data/generated_images/urban-joggers.jpg,https://aura-alpine.com/products/urban-joggers,The Urban Joggers from Urban Peak — premium apparel built for everyday adventure.,mens,100.77,Urban Peak,Men
AA-11254,Urban Cap,data/generated_images/urban-cap.jpg,https://aura-alpine.com/products/urban-cap,The Urban Cap from Urban Peak — premium apparel built for everyday adventure.,mens,207.45,Urban Peak,Men
AA-11255,Aura Joggers,data/generated_images/aura-joggers.jpg,https://aura-alpine.com/products/aura-joggers,The Aura Joggers from Aura & Alpine — premium apparel built for everyday adventure.,womens,92.95,Aura & Alpine,Women
AA-11256,Alpine Prairie Cargo Pants,data/generated_images/alpine-prairie-cargo-pants.jpg,https://aura-alpine.com/products/alpine-prairie-cargo-pants,The Alpine Prairie Cargo Pants from Alpine Tech — premium apparel built for everyday adventure.,mens,240.49,Alpine Tech,Men
AA-11257,Summit Blouse,data/generated_images/summit-blouse.jpg,https://aura-alpine.com/products/summit-blouse,The Summit Blouse from Summit Style — premium apparel built for everyday adventure.,mens,33.7,Summit Style,Men
AA-11258,Summit Harbor Joggers,data/generated_images/summit-harbor-joggers.jpg,https://aura-alpine.com/products/summit-harbor-joggers,The Summit Harbor Joggers from Summit Style — premium apparel built for everyday adventure.,accessories,204.31,Summit Style,Unisex
AA-11259,Aura Polo,data/generated_images/aura-polo.jpg,https://aura-alpine.com/products/aura-polo,The Aura Polo from Aura & Alpine — premium apparel built for everyday adventure.,womens,91.05,Aura & Alpine,Women
AA-11260,Urban Hoodie,data/generated_images/urban-hoodie.jpg,https://aura-alpine.com/products/urban-hoodie,The Urban Hoodie from Urban Peak — premium apparel built for everyday adventure.,accessories,91.57,Urban Peak,Unisex
AA-11261,Urban Tank,data/generated_images/urban-tank.jpg,https://aura-alpine.com/products/urban-tank,The Urban Tank from Urban Peak — premium apparel built for everyday adventure.,mens,80.2,Urban Peak,Men
AA-11262,Aura Beanie,data/generated_images/aura-beanie.jpg,https://aura-alpine.com/products/aura-beanie,The Aura Beanie from Aura & Alpine — premium apparel built for everyday adventure.,mens,18.64,Aura & Alpine,Men
AA-11263,Aura Polo,data/generated_images/aura-polo.jpg,https://aura-alpine.com/products/aura-polo,The Aura Polo from Aura & Alpine — premium apparel built for everyday adventure.,mens,54.21,Aura & Alpine,Men
AA-11264,Alpine Shorts,data/generated_images/alpine-shorts.jpg,https://aura-alpine.com/products/alpine-shorts,The Alpine Shorts from Alpine Tech — premium apparel built for everyday adventure.,accessories,207.64,Alpine Tech,Unisex
AA-11265,Urban Dress,data/generated_images/urban-dress.jpg,https://aura-alpine.com/products/urban-dress,The Urban Dress from Urban Peak — premium apparel built for everyday adventure.,mens,116.13,Urban Peak,Men
AA-11266,Aura Sweater,data/generated_images/aura-sweater.jpg,https://aura-alpine.com/products/aura-sweater,The Aura Sweater from Aura & Alpine — premium apparel built for everyday adventure.,mens,152.26,Aura & Alpine,Men
AA-11267,Aura Blouse,data/generated_images/aura-blouse.jpg,https://aura-alpine.com/products/aura-blouse,The Aura Blouse from Aura & Alpine — premium apparel built for everyday adventure.,mens,126.35,Aura & Alpine,Men
AA-11268,Summit Hoodie,data/generated_images/summit-hoodie.jpg,https://aura-alpine.com/products/summit-hoodie,The Summit Hoodie from Summit Style — premium apparel built for everyday adventure.,mens,69.57,Summit Style,Men
AA-11269,Summit Blouse,data/generated_images/summit-blouse.jpg,https://aura-alpine.com/products/summit-blouse,The Summit Blouse from Summit Style — premium apparel built for everyday adventure.,womens,147.58,Summit Style,Women
AA-11270,Alpine Jacket,data/generated_images/alpine-jacket.jpg,https://aura-alpine.com/products/alpine-jacket,The Alpine Jacket from Alpine Tech — premium apparel built for everyday adventure.,womens,174.1,Alpine Tech,Women
AA-11271,Summit Tank,data/generated_images/summit-tank.jpg,https://aura-alpine.com/products/summit-tank,The Summit Tank from Summit Style — premium apparel built for everyday adventure.,womens,53.07,Summit Style,Women
AA-11272,Urban Cascade Jacket,data/generated_images/urban-cascade-jacket.jpg,https://aura-alpine.com/products/urban-cascade-jacket,The Urban Cascade Jacket from Urban Peak — premium apparel built for everyday adventure.,womens,33.35,Urban Peak,Women
AA-11273,Summit Dress,data/generated_images/summit-dress.jpg,https://aura-alpine.com/products/summit-dress,The Summit Dress from Summit Style — premium apparel built for everyday adventure.,womens,77.39,Summit Style,Women
AA-11274,Alpine Ridge Shorts,data/generated_images/alpine-ridge-shorts.jpg,https://aura-alpine.com/products/alpine-ridge-shorts,The Alpine Ridge Shorts from Alpine Tech — premium apparel built for everyday adventure.,accessories,190.68,Alpine Tech,Unisex
AA-11275,Aura Polo,data/generated_images/aura-polo.jpg,https://aura-alpine.com/products/aura-polo,The Aura Polo from Aura & Alpine — premium apparel built for everyday adventure.,accessories,75.22,Aura & Alpine,Unisex
AA-11276,Alpine Dress,data/generated_images/alpine-dress.jpg,https://aura-alpine.com/products/alpine-dress,The Alpine Dress from Alpine Tech — premium apparel built for everyday adventure.,womens,64.67,Alpine Tech,Women
AA-11277,Urban Tee,data/generated_images/urban-tee.jpg,https://aura-alpine.com/products/urban-tee,The Urban Tee from Urban Peak — premium apparel built for everyday adventure.,mens,86.74,Urban Peak,Men
AA-11278,Urban Sweater,data/generated_images/urban-sweater.jpg,https://aura-alpine.com/products/urban-sweater,The Urban Sweater from Urban Peak — premium apparel built for everyday adventure.,accessories,168.05,Urban Peak,Unisex
AA-11279,Urban Dress,data/generated_images/urban-dress.jpg,https://aura-alpine.com/products/urban-dress,The Urban Dress from Urban Peak — premium apparel built for everyday adventure.,mens,38.39,Urban Peak,Men
AA-11280,Alpine Leggings,data/generated_images/alpine-leggings.jpg,https://aura-alpine.com/products/alpine-leggings,The Alpine Leggings from Alpine Tech — premium apparel built for everyday adventure.,accessories,47.38,Alpine Tech,Unisex
AA-11281,Urban Cardigan,data/generated_images/urban-cardigan.jpg,https://aura-alpine.com/products/urban-cardigan,The Urban Cardigan from Urban Peak — premium apparel built for everyday adventure.,womens,65.66,Urban Peak,Women
AA-11282,Alpine Atlas Tee,data/generated_images/alpine-atlas-tee.jpg,https://aura-alpine.com/products/alpine-atlas-tee,The Alpine Atlas Tee from Alpine Tech — premium apparel built for everyday adventure.,accessories,177.79,Alpine Tech,Unisex
AA-11283,Urban Harbor Shorts,data/generated_images/urban-harbor-shorts.jpg,https://aura-alpine.com/products/urban-harbor-shorts,The Urban Harbor Shorts from Urban Peak — premium apparel built for everyday adventure.,mens,129.22,Urban Peak,Men
AA-11284,Alpine Joggers,data/generated_images/alpine-joggers.jpg,https://aura-alpine.com/products/alpine-joggers,The Alpine Joggers from Alpine Tech — premium apparel built for everyday adventure.,womens,117.47,Alpine Tech,Women
AA-11285,Aura Cascade Cardigan,data/generated_images/aura-cascade-cardigan.jpg,https://aura-alpine.com/products/aura-cascade-cardigan,The Aura Cascade Cardigan from Aura & Alpine — premium apparel built for everyday adventure.,womens,119.01,Aura & Alpine,Women
AA-11286,Aura Ember Jacket,data/generated_images/aura-ember-jacket.jpg,https://aura-alpine.com/products/aura-ember-jacket,The Aura Ember Jacket from Aura & Alpine — premium apparel built for everyday adventure.,mens,70.58,Aura & Alpine,Men
AA-11287,Urban Ridge Vest,data/generated_images/urban-ridge-vest.jpg,https://aura-alpine.com/products/urban-ridge-vest,The Urban Ridge Vest from Urban Peak — premium apparel built for everyday adventure.,accessories,64.52,Urban Peak,Unisex
AA-11288,Aura Harbor Tank,data/generated_images/aura-harbor-tank.jpg,https://aura-alpine.com/products/aura-harbor-tank,The Aura Harbor Tank from Aura & Alpine — premium apparel built for everyday adventure.,accessories,217.03,Aura & Alpine,Unisex
AA-11289,Urban Ember Cargo Pants,data/generated_images/urban-ember-cargo-pants.jpg,https://aura-alpine.com/products/urban-ember-cargo-pants,The Urban Ember Cargo Pants from Urban Peak — premium apparel built for everyday adventure.,accessories,153.54,Urban Peak,Unisex
